original_caption,new_caption,contentUrl
Aerial camera climbs towards carpathian mountains with trees in many stages of autumn colours crossing the prutets-chemehivskyi river. in the village of mykulychyn ukraine at dawn,"The camera ascends towards the Carpathian Mountains, capturing the vibrant autumn colors of the trees as they cross the Prutets-Chemehivskyi River in the village of Mykulychyn, Ukraine at dawn.",https://ak.picdn.net/shutterstock/videos/21518785/preview/stock-footage-aerial-camera-climbs-towards-carpathian-mountains-with-trees-in-many-stages-of-autumn-colours.mp4
"Business montage, with green screen transition",A montage of business-related scenes with a green screen transition.,https://ak.picdn.net/shutterstock/videos/4453805/preview/stock-footage-business-montage-with-green-screen-transition.mp4
Huge waterfall in chilean scenery huilo huilo,A massive waterfall in the beautiful Chilean scenery of Huilo Huilo.,https://ak.picdn.net/shutterstock/videos/33778429/preview/stock-footage-huge-waterfall-in-chilean-scenery-huilo-huilo.mp4
"Follow shot of young attractive female walking with beautiful flower bouquet, slow motion","A young, attractive female walks with a beautiful flower bouquet in a slow-motion follow shot.",https://ak.picdn.net/shutterstock/videos/26636629/preview/stock-footage-follow-shot-of-young-attractive-female-walking-with-beautiful-flower-bouquet-slow-motion.mp4
Very surprised girl with shocked wow face expression. green screen,"A girl with a shocked expression on her face, looking very surprised.",https://ak.picdn.net/shutterstock/videos/1045273972/preview/stock-footage-very-surprised-girl-with-shocked-wow-face-expression-green-screen.mp4
Abstract background with beautiful color,A beautiful abstract background with vibrant colors.,https://ak.picdn.net/shutterstock/videos/1031939978/preview/stock-footage-abstract-background-with-beautiful-color.mp4
"Group of thai buffalo relaxing under the big tree, thailand.",A group of Thai buffalo are seen relaxing under a big tree in Thailand.,https://ak.picdn.net/shutterstock/videos/25030262/preview/stock-footage-group-of-thai-buffalo-relaxing-under-the-big-tree-thailand.mp4
Snap peas,Snap peas.,https://ak.picdn.net/shutterstock/videos/2467241/preview/stock-footage-snap-peas.mp4
"Magical sunset and rocky coast,cinque terre national park,liguria,italy,europe","The rocky coast of Cinque Terre National Park in Liguria, Italy, is illuminated by a magical sunset.",https://ak.picdn.net/shutterstock/videos/30040585/preview/stock-footage-magical-sunset-and-rocky-coast-cinque-terre-national-park-liguria-italy-europe.mp4
"Hydro motorcycles pass under the bridge on the dnieper in 4k. kiev, ukraine","Hydro motorcycles passing under a bridge on the Dnieper River in Kiev, Ukraine.",https://ak.picdn.net/shutterstock/videos/1058027638/preview/stock-footage-hydro-motorcycles-pass-under-the-bridge-on-the-dnieper-in-k-kiev-ukraine.mp4
Maraton franja 2016: these people are waiting on the side of a road to cheer the cyclists. they look very calm. wide-angle shot.,These people are calmly waiting on the side of the road to cheer on the cyclists during the Maraton Franja 2016.,https://ak.picdn.net/shutterstock/videos/19339438/preview/stock-footage-maraton-franja-these-people-are-waiting-on-the-side-of-a-road-to-cheer-the-cyclists-they.mp4
Cute cat plays with string in slow motion. little kittens live to play with people and children. pet domestic animal behavior.,"A cute cat plays with a string in slow motion. Little kittens love to play with people and children, showcasing typical pet domestic animal behavior.",https://ak.picdn.net/shutterstock/videos/29562868/preview/stock-footage-cute-cat-plays-with-string-in-slow-motion-little-kittens-live-to-play-with-people-and-children.mp4
Mask. looping footage has 4k resolution. prores 4444. 3d illustration.,"A 3D illustration of a mask with a 4K resolution, available in ProRes 4444 and with looping footage.",https://ak.picdn.net/shutterstock/videos/1020634078/preview/stock-footage-mask-looping-footage-has-k-resolution-prores-d-illustration.mp4
"Confident and happy young caucasian woman using laptop computer and making online webinar with clients. smart and successful freelancer working in workspace at home, sitting behind desk",A young Caucasian woman is confidently and happily using her laptop computer to conduct an online webinar with clients. She is a smart and successful freelancer who works from home and is sitting behind her desk in her workspace.,https://ak.picdn.net/shutterstock/videos/1040698928/preview/stock-footage-confident-and-happy-young-caucasian-woman-using-laptop-computer-and-making-online-webinar-with.mp4
Smart students working on computer laptops studying a new discipline educating online in a modern school.,Students are using laptops to study and learn a new discipline in a modern school setting.,https://ak.picdn.net/shutterstock/videos/1032466778/preview/stock-footage-smart-students-working-on-computer-laptops-studying-a-new-discipline-educating-online-in-a-modern.mp4
"Zurich, switzerland - may 19 2018: sunset time zurich city traffic street slow motion panorama 4k circa may 19 2018 zurich, switzerland.",The city of Zurich experiences a sunset as traffic moves along the streets in slow motion.,https://ak.picdn.net/shutterstock/videos/1020995824/preview/stock-footage-zurich-switzerland-may-sunset-time-zurich-city-traffic-street-slow-motion-panorama-k.mp4
New design subscribe button for influencer and content creator. flicker red neon light cg effect animation on black background,A new design for a subscribe button with a flickering red neon light effect on a black background.,https://ak.picdn.net/shutterstock/videos/1056199997/preview/stock-footage-new-design-subscribe-button-for-influencer-and-content-creator-flicker-red-neon-light-cg-effect.mp4
Yellow bird and nest on the branch,There is a yellow bird and a nest on a branch.,https://ak.picdn.net/shutterstock/videos/1050664684/preview/stock-footage-yellow-bird-and-nest-on-the-branch.mp4
Background from animated paper. loop animation.,An animated paper background that loops.,https://ak.picdn.net/shutterstock/videos/1014066437/preview/stock-footage-background-from-animated-paper-loop-animation.mp4
"Girl jumping in flood water on street after raining, slow motion.","A girl jumps in flood water on the street after it has rained, captured in slow motion.",https://ak.picdn.net/shutterstock/videos/1021770022/preview/stock-footage-girl-jumping-in-flood-water-on-street-after-raining-slow-motion.mp4
Little girl playing in the garden in summer,A little girl is playing in the garden during the summer.,https://ak.picdn.net/shutterstock/videos/17789797/preview/stock-footage-little-girl-playing-in-the-garden-in-summer.mp4
Cauliflower on the shelves,There are cauliflowers displayed on the shelves.,https://ak.picdn.net/shutterstock/videos/19549564/preview/stock-footage-cauliflower-on-the-shelves.mp4
Bouquet for bride ,A bouquet for the bride.,https://ak.picdn.net/shutterstock/videos/13489280/preview/stock-footage-bouquet-for-bride.mp4
"Stylish boy eating lunch in the cafe and talking with someone, steadycam shot
",A stylish boy eats lunch in a cafe while having a conversation with someone.,https://ak.picdn.net/shutterstock/videos/30701779/preview/stock-footage-stylish-boy-eating-lunch-in-the-cafe-and-talking-with-someone-steadycam-shot.mp4
"Background of hexagons. abstract background, 2 in 1, loop, created in 4k, 3d animation","An abstract background of hexagons created in 4k 3D animation, looping in a 2-in-1 format.",https://ak.picdn.net/shutterstock/videos/1029985517/preview/stock-footage-background-of-hexagons-abstract-background-in-loop-created-in-k-d-animation.mp4
"Blue sky with white and grey clouds fast speed
",The clouds move quickly across a blue sky.,https://ak.picdn.net/shutterstock/videos/2347490/preview/stock-footage-blue-sky-with-white-and-grey-clouds-fast-speed.mp4
"Ink paint brush stroke with alpha transparency channel. animation for motion graphic, web design. 4k footage",An ink paint brush stroke with alpha transparency channel is used for animation in motion graphics and web design.,https://ak.picdn.net/shutterstock/videos/1041523450/preview/stock-footage-ink-paint-brush-stroke-with-alpha-transparency-channel-animation-for-motion-graphic-web-design.mp4
Taxodium ascendens,A Taxodium ascendens tree.,https://ak.picdn.net/shutterstock/videos/5198708/preview/stock-footage-taxodium-ascendens.mp4
"Tuen mun, hong kong 01 december 2018- traditional puppet show in hong kong","In Tuen Mun, Hong Kong on December 1, 2018, a traditional puppet show takes place.",https://ak.picdn.net/shutterstock/videos/1020434455/preview/stock-footage-tuen-mun-hong-kong-december-traditional-puppet-show-in-hong-kong.mp4
Hands of girl fall out sweets from bowl on white floor,A girl's hands dropping sweets from a bowl onto a white floor.,https://ak.picdn.net/shutterstock/videos/15431197/preview/stock-footage-hands-of-girl-fall-out-sweets-from-bowl-on-white-floor.mp4
Woman hairdresser put on curlers to long hair plus size woman,A plus size woman hairdresser puts curlers in long hair.,https://ak.picdn.net/shutterstock/videos/1044262732/preview/stock-footage-woman-hairdresser-put-on-curlers-to-long-hair-plus-size-woman.mp4
"22 april, 2014: a dental technician is applying ceramics with a brush on the teeth of a dental mold. dental stratification technique.","A dental technician applies ceramics to a dental mold using a brush in a technique called dental stratification. This occurred on April 22, 2014.",https://ak.picdn.net/shutterstock/videos/1007043649/preview/stock-footage--april-a-dental-technician-is-applying-ceramics-with-a-brush-on-the-teeth-of-a-dental-mold.mp4
The newlyweds in love look at the beautiful colorful explosions of fireworks. a young guy and a young girl are watching the festive fireworks.,The newlywed couple admires the colorful fireworks display together.,https://ak.picdn.net/shutterstock/videos/1057688623/preview/stock-footage-the-newlyweds-in-love-look-at-the-beautiful-colorful-explosions-of-fireworks-a-young-guy-and-a.mp4
Concept freedom. man winter hands to the side stands in the snow next to the forest slow motion video. hike tourist in the snow with a backpack winter snow lifestyle,"A man stands in the snow next to the forest, with his hands to the side, representing the concept of freedom.",https://ak.picdn.net/shutterstock/videos/1026455057/preview/stock-footage-concept-freedom-man-winter-hands-to-the-side-stands-in-the-snow-next-to-the-forest-slow-motion.mp4
Pov of two hands and young woman putting the propellers on a drone,A young woman and two hands assembling a drone's propellers.,https://ak.picdn.net/shutterstock/videos/34713937/preview/stock-footage-pov-of-two-hands-and-young-woman-putting-the-propellers-on-a-drone.mp4
"Santiago de chile
chile
23/10/2019
people crowds protesting and singing with football hooligans at santiago de chile streets in plaza de italia during latest chile protests and general strik","On October 23, 2019, crowds of people in Santiago, Chile gathered in Plaza de Italia to protest and sing alongside football hooligans during the latest Chile protests and general strike.",https://ak.picdn.net/shutterstock/videos/1039868885/preview/stock-footage-santiago-de-chile-chile-people-crowds-protesting-and-singing-with-football-hooligans-at.mp4
